message,intent,is_payment_related,is_fraud,risk_label,phone_number,upi_id,amount,urgency,impersonation,suspicious_keywords
"Axis Bank: ₹15,400 credited to your account XX3607. Available balance 138600.",BANK_REQUEST,True,False,LOW,,,15400.0,False,False,impersonation
Did you finish the assignment? Question 24 was tough.,NON_PAYMENT,False,False,LOW,,,,False,False,
I can pay ₹25000 for the washing machine pickup from your place Share your UPI ID or I will pay cash on pickup,MARKETPLACE_PAYMENT,True,False,LOW,,,25000.0,False,False,
Bro the birthday cake settle kar de INR 300 on naveenish@okicici,PAYMENT_REQUEST,True,False,LOW,,naveenish@okicici,300.0,False,False,
City Pharmacy: your bill is 1499. Pay via UPI citypharmacy8@okbizaxis or at the counter. Thank you for visiting.,MERCHANT_PAYMENT,True,False,LOW,,citypharmacy8@okbizaxis,,False,False,
mahanagar gas: your bill of 499 rupees for consumer no 383620 is due on 16 jan pay via the mahanagar gas app or bbps,BILL_PAYMENT,True,False,LOW,,,499.0,False,False,
"Dear valued customer, Bhai maine ₹5,000 galat number pe bhej diya, tumhare pe aaya hai. within 2 hours varun31@axl pe return kar do please.",REFUND_SCAM,True,True,HIGH,,varun31@axl,5000.0,True,False,urgency|impersonation
Oye ₹300 de dena the pizza ke liye kavya@waaxis,PAYMENT_REQUEST,True,False,LOW,,kavya@waaxis,300.0,False,False,
Your repair at Lakeview Hospital is complete. Total 3200. UPI: lakeviewhosp7@sbi. Collect anytime before 8 pm.,MERCHANT_PAYMENT,True,False,LOW,,lakeviewhosp7@sbi,,False,False,
"FitLife Gym: advance of ₹1,499 for the order is due by 7th. Pay to fitlifegym@paytmqr or at the desk. GST invoice will follow.",MERCHANT_PAYMENT,True,False,LOW,,fitlifegym@paytmqr,1499.0,False,False,upfront_fee
seller here activa scooter is booked for you send ₹500 token amount to jobportalfee@oksbi today otherwise another buyer will take it,MARKETPLACE_PAYMENT,True,True,HIGH,,jobportalfee@oksbi,500.0,True,True,upfront_fee|marketplace
"Beta 8k bhej dena papa ke dawai ke liye tanvi@okicici, kal wapas kar dungi.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,tanvi@okicici,8000.0,False,False,
"Attention: Update your Aadhaar with Bank of Baroda by paying ₹4,999 to cashback.claim@ibl. Link expires urgently. call 9850756638",KYC_SCAM,True,True,HIGH,+919850756638,cashback.claim@ibl,4999.0,True,True,urgency|kyc_credential|impersonation|qr_link
Flipkart scratch card: you won 50000 rupees! Unlock by paying ₹99 to hdfc.verify@oksbi within 2 hours.,PRIZE_SCAM,True,True,HIGH,,hdfc.verify@oksbi,50000.0,True,True,urgency|reward|upfront_fee
"I went to the ICICI Bank branch today for KYC, took 24 minutes only.",NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential|impersonation
"Thanks for the camera! Sent ₹12,000 to ananya@ptsbi just now, please check and confirm.",MARKETPLACE_PAYMENT,True,False,LOW,,ananya@ptsbi,12000.0,False,False,
"Part time job: earn ₹3,500 per day by liking videos. Pay ₹299 security deposit to courier.pay631@ybl to start.",JOB_SCAM,True,True,HIGH,,courier.pay631@ybl,299.0,False,True,upfront_fee|job
"Badhai ho! Aapne KBC lottery me ₹25,000 jeeta hai. Claim karne ke liye 499 rupees tradepro@upi pe aaj hi bhejo.",PRIZE_SCAM,True,True,HIGH,,tradepro@upi,25000.0,True,True,urgency|reward
Yaar can you transfer ₹150 for the pizza? rahul@okaxis works. No rush.,PAYMENT_REQUEST,True,False,LOW,,rahul@okaxis,150.0,False,False,
"Arre can you transfer ₹1,200 for cricket ground booking? joseph@oksbi works. No rush.",PAYMENT_REQUEST,True,False,LOW,,joseph@oksbi,1200.0,False,False,
"Dear user, Your SIM will be blocked by TRAI within 2 hours. Pay 10000 rupees to bhavya@paytm to continue services. Call +918720474421",IMPERSONATION,True,True,HIGH,+918720474421,bhavya@paytm,10000.0,True,True,urgency|impersonation
"For the laptop, pay full Rs. 25,000/- to tanvi21@oksbi first, delivery within 2 days via army courier. No inspection possible.",MARKETPLACE_PAYMENT,True,True,HIGH,,tanvi21@oksbi,25000.0,True,False,marketplace
Final notice from IDFC First: pay KYC verification fee Rs 1499 to refundteam123@okaxis last chance or the amount will be forfeited.,KYC_SCAM,True,True,HIGH,,refundteam123@okaxis,1499.0,True,True,urgency|kyc_credential|upfront_fee
CRPF jawan urgent posting sofa set at 6000 only Advance ₹2000 on farhanzoy@apl to block it,MARKETPLACE_PAYMENT,True,True,HIGH,,farhanzoy@apl,2000.0,True,True,urgency|upfront_fee
Sent ₹10000 for Diwali shopping to suresh85@ibl check and tell me if received,FRIEND_FAMILY_PAYMENT,True,False,LOW,,suresh85@ibl,10000.0,False,False,
"Invest Rs 10000 today and get ₹30,000 in 7 days, guaranteed returns. Pay to tradepro480@paytm. Limited slots.",INVESTMENT_SCAM,True,True,HIGH,,tradepro480@paytm,10000.0,False,True,investment
oye send ₹150 for movie tickets to riya@waaxis,PAYMENT_REQUEST,True,False,LOW,,riya@waaxis,150.0,False,False,
For the camera pay full INR 2500 to rewardclaim@ibl first delivery within 2 days via army courier No inspection possible,MARKETPLACE_PAYMENT,True,True,HIGH,,rewardclaim@ibl,2500.0,True,False,marketplace
Bill generated for Vi: 1340. View and pay from the official app. Ignore if already paid.,BILL_PAYMENT,True,False,LOW,,,,False,False,impersonation
The refund for the cancelled train ticket came through finally IRCTC took 26 days,NON_PAYMENT,False,False,LOW,,,,False,False,refund
"Lucky customer! ₹50,000 bonus credited pending. Transfer 199 rupees to quickloan@ybl for release abhi. Contact 93917-41011",PRIZE_SCAM,True,True,HIGH,+919391741011,quickloan@ybl,199.0,True,True,urgency|reward
"Royal Bakery se order ready hai. ₹1,200 royalbakery1@paytmqr pe pay kar dena ya cash de dena.",MERCHANT_PAYMENT,True,False,LOW,,royalbakery1@paytmqr,1200.0,False,False,
"Your subscription payment failed. Pay ₹5,000 to priyarit@fbl turant nahi toh account band ho jayega.",URGENCY_PAYMENT,True,True,HIGH,,priyarit@fbl,5000.0,True,False,urgency
"your delivery is on hold. pay ₹1,000 customs charge to vikram@oksbi today only or the parcel will be returned.",URGENCY_PAYMENT,True,True,HIGH,,vikram@oksbi,1000.0,True,False,urgency|impersonation|marketplace
"FitLife Gym: advance of Rs. 3,200/- for the service is due by 12th. Pay to fitlifegym5@sbi or at the desk. GST invoice will follow.",MERCHANT_PAYMENT,True,False,LOW,,fitlifegym5@sbi,3200.0,False,False,upfront_fee
"Dear account holder, order ZMT866589 refund failed. Pay 49 reversal charge to rahul36@ptsbi right now and full refund of ₹2,500 will be credited.",REFUND_SCAM,True,True,HIGH,,rahul36@ptsbi,2500.0,True,True,urgency|refund
Metro Cabs monthly subscription of ₹120 is due on 13th. Pay to metrocabs4@upi at your convenience.,MERCHANT_PAYMENT,True,False,LOW,,metrocabs4@upi,120.0,False,False,
Hi da split for last night's drinks came to ₹250 each. Send to tanvi4@ybl when you can.,PAYMENT_REQUEST,True,False,LOW,,tanvi4@ybl,250.0,False,False,
"i can pay ₹25,000 for the study table, pickup from your place. share your upi id or i will pay cash on pickup.",MARKETPLACE_PAYMENT,True,False,LOW,,,25000.0,False,False,
Recharge reminder: your MSEDCL plan expires on 26 May. Recharge Rs 299 from the app to continue.,BILL_PAYMENT,True,False,LOW,,,299.0,False,False,kyc_credential
"Dad here, new number. Phone broke. Send ₹20,000 jaldi to kiransan@apl, emergency, will explain later.",IMPERSONATION,True,True,HIGH,,kiransan@apl,20000.0,True,True,urgency|impersonation
collect request sent for rs 1000 approve it with your upi pin to receive the amount,QR_SCAM,True,True,HIGH,,,1000.0,True,False,kyc_credential
"Invest ₹1,000 today and get ₹2,000 in 7 days, guaranteed returns. Pay to hdfc.verify565@okaxis. Limited slots.",INVESTMENT_SCAM,True,True,HIGH,,hdfc.verify565@okaxis,1000.0,True,False,investment
"Install this app bit.ly/qepw7 and share the screen to receive ₹15,000 cashback instantly.",QR_SCAM,True,True,HIGH,,,15000.0,True,True,reward|qr_link
Stock market expert here. Minimum deposit ₹500 to verify.now@upi. Assured 30% weekly return.,INVESTMENT_SCAM,True,True,HIGH,,verify.now@upi,500.0,False,False,
Can you send 1000 to sanjay76@okicici? Rent is due tomorrow and my salary is delayed. Will return by 5th.,FRIEND_FAMILY_PAYMENT,True,False,LOW,,sanjay76@okicici,,True,False,job
Your resume is shortlisted at a leading MNC Document verification fee INR 499 payable to bankverify957@okaxis within 24 hours,JOB_SCAM,True,True,HIGH,,bankverify957@okaxis,499.0,True,True,urgency|kyc_credential|upfront_fee
Hey send ₹250 for last night's drinks. UPI: varun@okhdfcbank,PAYMENT_REQUEST,True,False,LOW,,varun@okhdfcbank,250.0,False,False,
"BRO PHONEPE REFUND OF ₹10,000 IS STUCK. TO RELEASE IT, FIRST PAY ₹99 VERIFICATION TO OFFICIAL.SUPPORT@IBL RIGHT NOW.",REFUND_SCAM,True,True,HIGH,,official.support@ibl,99.0,True,False,urgency|kyc_credential|refund
"Dear valued customer, my son sent ₹4,000 to your UPI by mistake, he is crying. Please send it back before midnight on riyakav@okhdfcbank. God bless you.",REFUND_SCAM,True,True,HIGH,,riyakav@okhdfcbank,4000.0,True,False,urgency|impersonation
"Need ₹8,000 for the flight change today, please send to zoya@okaxis and I'll settle when back.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,zoya@okaxis,8000.0,True,False,
"Beta, this is your nani's friend. Nani is in hospital, send ₹25,000 final notice to rituriy@ibl for the admission.",IMPERSONATION,True,True,HIGH,,rituriy@ibl,25000.0,True,True,urgency
"Install this app tinyurl.com/ht3yi and share the screen to receive ₹5,000 cashback instantly.",QR_SCAM,True,True,HIGH,,,5000.0,False,False,reward|qr_link
"Train is delayed by 40 minutes, will reach by 9 pm.",NON_PAYMENT,False,False,LOW,,,,False,False,
"Your subscription payment failed. Pay ₹5,000 to prize.center975@ybl within 1 hour or the amount will be forfeited.",URGENCY_PAYMENT,True,True,HIGH,,prize.center975@ybl,5000.0,True,False,urgency
"I went to the PNB branch today for KYC, took 59 minutes only.",NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential
"Package AMZ602651 out for delivery, expected by 9 pm.",NON_PAYMENT,False,False,LOW,,,,False,False,marketplace
"the refund for the cancelled train ticket came through, finally. irctc took 57 days.",NON_PAYMENT,False,False,LOW,,,,False,False,refund
"Recharge reminder: your BSNL plan expires on 27 Nov. Recharge Rs. 1,340/- from the app to continue.",BILL_PAYMENT,True,False,LOW,,,1340.0,False,False,kyc_credential
"DEAR WINNER, YOUR PAYTM PRIZE OF ₹250,000 IS READY. REGISTRATION FEE ₹199 TO HDFC.VERIFY@IBL. CALL 6972285825 ASAP.",PRIZE_SCAM,True,True,HIGH,+916972285825,hdfc.verify@ibl,199.0,True,True,urgency|reward|upfront_fee|job
"refund team here. your cashback of ₹2,500 is pending. send 99 processing fee to zoya@axl before midnight.",REFUND_SCAM,True,True,HIGH,,zoya@axl,2500.0,True,True,urgency|reward|refund|upfront_fee
"Invest 1000 rupees today and get Rs 2000 in 7 days, guaranteed returns. Pay to customer.care278@axl. Limited slots.",INVESTMENT_SCAM,True,True,HIGH,,customer.care278@axl,1000.0,True,False,investment
"Meera, Rs. 1,500/- chahiye college fees ke liye, ayesha17@okhdfcbank pe bhej do please, agle hafte lauta dunga.",FRIEND_FAMILY_PAYMENT,True,False,LOW,,ayesha17@okhdfcbank,1500.0,False,False,
"Task completed! To withdraw your earnings of ₹3,000, pay ₹299 unlock fee to bill.desk@ybl.",JOB_SCAM,True,True,HIGH,,bill.desk@ybl,299.0,True,True,upfront_fee|job
"Your Delhi Jal Board broadband plan renews on 19 Jun. Amount ₹2,460. Auto-pay is enabled, no action needed.",BILL_PAYMENT,True,False,LOW,,,2460.0,False,False,
"IDFC First: ₹15,400 credited to your account XX7833. Available balance Rs. 46,200/-.",BANK_REQUEST,True,False,LOW,,,46200.0,False,False,
"Badhai ho! Aapne Flipkart lottery me ₹10,000 jeeta hai. Claim karne ke liye ₹1,499 electricity.pay954@paytm pe before midnight bhejo.",PRIZE_SCAM,True,True,HIGH,,electricity.pay954@paytm,10000.0,True,True,urgency|reward
"Hi, saw your OLX ad for the PS5. Can I come and check it tomorrow? If ok I will pay ₹4,000 on GPay after seeing it.",MARKETPLACE_PAYMENT,True,False,LOW,,,4000.0,False,False,marketplace
"Bank of Baroda customer, your net banking will be suspended today only. Pay verification amount 5999 to verify.now@ybl nahi toh account band ho jayega.",KYC_SCAM,True,True,HIGH,,verify.now@ybl,,True,True,urgency|kyc_credential|impersonation
"SCORED A HAT-TRICK YESTERDAY, 16 RUNS TOO!",NON_PAYMENT,False,False,LOW,,,,False,False,
"I am interested in your listing. I will pay ₹1,000, just scan this QR code I am sending to receive the money.",QR_SCAM,True,True,HIGH,,,1000.0,False,False,qr_link
Yes Bank: auto-debit of Rs 15400 for your SIP will be attempted on 7th Please keep sufficient balance,BANK_REQUEST,True,False,LOW,,,15400.0,False,False,impersonation
"Big Bazaar scratch card: you won ₹25,000! Unlock by paying ₹199 to courier.pay@oksbi right now.",PRIZE_SCAM,True,True,HIGH,,courier.pay@oksbi,25000.0,True,True,urgency|reward|upfront_fee
"Weather is crazy today, 20 degrees and raining.",NON_PAYMENT,False,False,LOW,,,,False,False,
"Pooja bhai, Rs. 1,500/- for the train tickets, arjun5@axl pe bhej do. Thanks!",FRIEND_FAMILY_PAYMENT,True,False,LOW,,arjun5@axl,1500.0,False,False,
City Pharmacy: advance of ₹350 for the service is due by 23th. Pay to citypharmacy@okbizaxis or at the desk. GST invoice will follow.,MERCHANT_PAYMENT,True,False,LOW,,citypharmacy@okbizaxis,350.0,False,False,upfront_fee
"Airtel: your bill of ₹1,890 for consumer no. 845755 is due on 24 Apr. Pay via the Airtel app or BBPS.",BILL_PAYMENT,True,False,LOW,,,1890.0,False,False,
"Sirf ₹500 invest karo aur ₹1,500 pao guaranteed. courier.pay@ybl pe payment karo abhi.",INVESTMENT_SCAM,True,True,HIGH,,courier.pay@ybl,500.0,False,False,urgency|investment
"Dear account holder, Your PNB account KYC is pending. Complete verification by paying ₹1,999 to securebank@oksbi aaj hi else your card will be permanently blocked.",KYC_SCAM,True,True,HIGH,,securebank@oksbi,1999.0,True,True,urgency|kyc_credential
"ICICI BANK: CREDIT CARD STATEMENT GENERATED. TOTAL DUE RS 4300, MINIMUM DUE RS. 430/-. PAY VIA NET BANKING OR THE ICICI BANK APP.",BANK_REQUEST,True,False,LOW,,,4300.0,False,False,impersonation
Your electricity connection will be cut today only Pay pending bill ₹25000 to aditya66@upi now Officer +91 63312 22395,IMPERSONATION,True,True,HIGH,+916331222395,aditya66@upi,25000.0,True,True,urgency|impersonation
"dear user, bhai maine ₹5,000 galat number pe bhej diya, tumhare pe aaya hai. before midnight lakshminis@oksbi pe return kar do please.",REFUND_SCAM,True,True,HIGH,,lakshminis@oksbi,5000.0,True,False,urgency|impersonation
"Canara Bank customer, your net banking will be suspended urgently. Pay verification amount ₹2,999 to refund.desk859@oksbi or services will be deactivated.",KYC_SCAM,True,True,HIGH,,refund.desk859@oksbi,2999.0,True,True,urgency|kyc_credential|impersonation
"Notice: PAN-Aadhaar link pending for your ICICI Bank account. Pay ₹1,999 processing charge to task.fee@upi within 24 hours nahi toh account band ho jayega.",KYC_SCAM,True,True,HIGH,,task.fee@upi,1999.0,True,True,urgency|kyc_credential|impersonation|upfront_fee|qr_link
"Hi da Rajesh here, 400 for movie tickets bhej do bhai. rajesh80@fbl",PAYMENT_REQUEST,True,False,LOW,,rajesh80@fbl,,False,False,
"Pay ₹1,000 urgently to kiran.iyer@ptsbi or the amount will be forfeited. This is the last reminder.",URGENCY_PAYMENT,True,True,HIGH,,kiran.iyer@ptsbi,1000.0,True,False,urgency
"the trek booking ka ₹150 per head aaya hai, sabko bhejna hai rohan@fbl pe by kal",PAYMENT_REQUEST,True,False,LOW,,rohan@fbl,150.0,False,False,
"Seller here. Royal Enfield is booked for you. Send ₹2,000 token amount to shreya54@okhdfcbank today otherwise another buyer will take it.",MARKETPLACE_PAYMENT,True,True,HIGH,,shreya54@okhdfcbank,2000.0,True,False,upfront_fee|marketplace
OTP for your login is 133090. Valid for 10 minutes. Do not share it with anyone.,NON_PAYMENT,False,False,LOW,,,,False,False,kyc_credential
Sending Rs 5000/- to bhavya69@ptaxis for the wedding gift from all of us,FRIEND_FAMILY_PAYMENT,True,False,LOW,,bhavya69@ptaxis,5000.0,False,False,reward
Congratulations on the new job Meera! Party when?,NON_PAYMENT,False,False,LOW,,,,False,False,reward|job
happy birthday manish! have a great year ahead.,NON_PAYMENT,False,False,LOW,,,,False,False,
"Axis Bank: auto-debit of ₹22,000 for your SIP will be attempted on 12th. Please keep sufficient balance.",BANK_REQUEST,True,False,LOW,,,22000.0,False,False,impersonation
"MOM SAID DINNER AT 8, DON'T BE LATE AGAIN.",NON_PAYMENT,False,False,LOW,,,,False,False,
ICICI Bank: your fixed deposit of 25k matures on 8th. Visit the branch or use net banking to renew.,BANK_REQUEST,True,False,LOW,,,25000.0,False,False,impersonation
"Dear customer, Update your Aadhaar with ICICI Bank by paying 5999 to verifybank@okaxis. Link expires last chance. call 86997-93982",KYC_SCAM,True,True,HIGH,+918699793982,verifybank@okaxis,,True,True,urgency|kyc_credential|impersonation|qr_link
"Dear user, your account has been put on hold due to incomplete KYC. Pay 2499 to verify.now@upi abhi to restore access.",KYC_SCAM,True,True,HIGH,,verify.now@upi,,True,True,urgency|kyc_credential|impersonation
Your delivery is on hold. Pay Rs 3000 customs charge to refund.desk@axl within 1 hour or the parcel will be returned.,URGENCY_PAYMENT,True,True,HIGH,,refund.desk@axl,3000.0,True,True,urgency|impersonation|marketplace
Lucky customer! 50000 bonus credited pending. Transfer 1999 rupees to reward.claim@upi for release urgently. Contact 6893173420,PRIZE_SCAM,True,True,HIGH,+916893173420,reward.claim@upi,1999.0,True,True,urgency|reward
Gift voucher worth 500000 rupees approved for you Pay delivery charge ₹999 on urgentkyc@paytm before midnight,PRIZE_SCAM,True,True,HIGH,,urgentkyc@paytm,999.0,True,True,urgency|reward|upfront_fee|marketplace
Gift voucher worth Rs 250000 approved for you. Pay delivery charge 199 on kyc.support618@ybl immediately.,PRIZE_SCAM,True,True,HIGH,,kyc.support618@ybl,250000.0,True,True,urgency|reward|upfront_fee|marketplace
Hello send ₹250 for the trek booking. UPI: karan.sharma@okhdfcbank,PAYMENT_REQUEST,True,False,LOW,,karan.sharma@okhdfcbank,250.0,False,False,
Sending Rs 18000 to deepak.khan@ybl for the wedding gift from all of us.,FRIEND_FAMILY_PAYMENT,True,False,LOW,,deepak.khan@ybl,18000.0,True,False,reward
"Yaar reminder, 150 rupees pending for the pizza. harsh87@oksbi or cash, whatever is easy.",PAYMENT_REQUEST,True,False,LOW,,harsh87@oksbi,150.0,False,False,
Reminder: BESCOM bill ₹299 due 23 Nov. Pay through PhonePe bill payments section.,BILL_PAYMENT,True,False,LOW,,,299.0,False,False,
"Part time job: earn ₹5,000 per day by liking videos. Pay 2k security deposit to invest.pro@ybl to start.",JOB_SCAM,True,True,HIGH,,invest.pro@ybl,2000.0,True,True,upfront_fee|job
"Didi, ₹1,000 for Mummy's medicines. My UPI lakshmipoo@ibl or call me +91 77023 24412",FRIEND_FAMILY_PAYMENT,True,False,LOW,+917702324412,lakshmipoo@ibl,1000.0,True,False,
Seller here. Activa scooter is booked for you. Send Rs. 500/- token amount to kyc.support78@axl today otherwise another buyer will take it.,MARKETPLACE_PAYMENT,True,True,HIGH,,kyc.support78@axl,500.0,True,True,upfront_fee|marketplace
Collect request sent for 20k. Approve it with your UPI PIN to receive the amount.,QR_SCAM,True,True,HIGH,,,20000.0,True,True,kyc_credential
"Flipkart scratch card: you won Rs. 10,000/-! Unlock by paying ₹499 to courier.pay@oksbi asap.",PRIZE_SCAM,True,True,HIGH,,courier.pay@oksbi,10000.0,True,True,urgency|reward|upfront_fee
"Dear valued customer, your account has been put on hold due to incomplete KYC. Pay Rs 499 to prize.center746@okaxis abhi to restore access. call 90322-17759",KYC_SCAM,True,True,HIGH,+919032217759,prize.center746@okaxis,499.0,True,True,urgency|kyc_credential|impersonation
forex signals: first 10 members get inr 1000 on 500. transfer to official.support@axl now.,INVESTMENT_SCAM,True,True,HIGH,,official.support@axl,1000.0,True,False,
"Hi da Joseph here, INR 2000 for Goa trip bhej do bhai. joseph@okicici",PAYMENT_REQUEST,True,False,LOW,,joseph@okicici,2000.0,False,False,
Send me the notes for chapter 33 when you get a chance.,NON_PAYMENT,False,False,LOW,,,,False,False,
"Riya is joining us for lunch, table for 6.",NON_PAYMENT,False,False,LOW,,,,False,False,
"Congratulations, you are selected for a work from home job at Amazon. Salary 35000 rupees/month. Pay registration fee 299 rupees to courier.pay@ybl to confirm.",JOB_SCAM,True,True,HIGH,,courier.pay@ybl,299.0,True,True,reward|upfront_fee|job
"Thanks for the Royal Enfield! Sent ₹1,500 to naveenarj@ptaxis just now, please check and confirm.",MARKETPLACE_PAYMENT,True,False,LOW,,naveenarj@ptaxis,1500.0,False,False,
"Airtel ka bill ₹3,120 aaya hai, 5 Nov tak bhar dena app se.",BILL_PAYMENT,True,False,LOW,,,3120.0,False,False,
"KYC update ke liye ₹999 to urgentkyc@paytm abhi pay karo, warna account block ho jayega. Yes Bank support +91 77104 58260",KYC_SCAM,True,True,HIGH,+917710458260,urgentkyc@paytm,999.0,True,True,urgency|kyc_credential|impersonation
Your delivery is on hold. Pay Rs 5000 customs charge to rahul87@ptsbi abhi or the parcel will be returned.,URGENCY_PAYMENT,True,True,HIGH,,rahul87@ptsbi,5000.0,True,False,urgency|impersonation|marketplace
"Hey it's Tanvi, using a friend's phone. Stuck at the airport, need INR 3000 within 24 hours on bill.desk394@okaxis. Please yaar.",IMPERSONATION,True,True,HIGH,,bill.desk394@okaxis,3000.0,True,True,urgency|impersonation
Install this app reward-claim-fbakk4.link and share the screen to receive 1000 rupees cashback instantly.,QR_SCAM,True,True,HIGH,,,1000.0,False,True,reward|qr_link
"Data entry job offer, no experience needed. Registration Rs 499 only, pay on courier.pay@ybl. Salary ₹35,000.",JOB_SCAM,True,True,HIGH,,courier.pay@ybl,35000.0,True,True,job
"SBI customer, your net banking will be suspended within 24 hours. Pay verification amount ₹2,499 to hrdesk@upi warna account block ho jayega.",KYC_SCAM,True,True,HIGH,,hrdesk@upi,2499.0,True,True,urgency|kyc_credential|impersonation
"HDFC Bank: ₹5,600 credited to your account XX1803. Available balance INR 50400.",BANK_REQUEST,True,False,LOW,,,50400.0,False,False,impersonation
"Lucky customer! ₹500,000 bonus credited pending. Transfer 99 to electricity.pay@oksbi for release turant. Contact +916155652927",PRIZE_SCAM,True,True,HIGH,+916155652927,electricity.pay@oksbi,500000.0,True,True,urgency|reward
"part time job: earn ₹1,500 per day by liking videos. pay rs 999 security deposit to lottery.claim@oksbi to start.",JOB_SCAM,True,True,HIGH,,lottery.claim@oksbi,999.0,True,True,upfront_fee|job
can you send ₹500 to aditya@apl? rent is due tomorrow and my salary is delayed. will return by 5th.,FRIEND_FAMILY_PAYMENT,True,False,LOW,,aditya@apl,500.0,True,False,job
send rs 3000/- within 1 hour to quickloan641@okaxis time limit 30 minutes or legal action will be taken,URGENCY_PAYMENT,True,True,HIGH,,quickloan641@okaxis,3000.0,True,False,urgency
"Dear user, Aapka ICICI Bank KYC expire ho gaya hai. ₹4,999 within 1 hour to hdfc.verify552@ibl bhejo or your number will be disconnected.",KYC_SCAM,True,True,HIGH,,hdfc.verify552@ibl,4999.0,True,True,urgency|kyc_credential|impersonation
"Ghar baithe kaam, roz Rs 1750 kamao. Joining ke liye ₹1,500 official.support@oksbi pe bhejo. Call 7160488647",JOB_SCAM,True,True,HIGH,+917160488647,official.support@oksbi,1750000.0,False,True,
DUDE MY SON SENT ₹2000 TO YOUR UPI BY MISTAKE HE IS CRYING PLEASE SEND IT BACK URGENTLY ON LOTTERYCLAIM@OKAXIS GOD BLESS YOU,REFUND_SCAM,True,True,HIGH,,lotteryclaim@okaxis,2000.0,True,False,urgency
reminder: jio bill rs 2460/- due 17 sep pay through paytm bill payments section,BILL_PAYMENT,True,False,LOW,,,2460.0,False,False,
"Dear valued customer, Your SIM will be blocked by TRAI right now. Pay 20000 rupees to securebank203@paytm to continue services. Call +919414077142",IMPERSONATION,True,True,HIGH,+919414077142,securebank203@paytm,20000.0,True,True,urgency|impersonation
"CRPF jawan, urgent posting. Activa scooter at ₹1,500 only. Advance ₹2,000 on nisha@okhdfcbank to block it.",MARKETPLACE_PAYMENT,True,True,HIGH,,nisha@okhdfcbank,1500.0,True,True,urgency|upfront_fee
"Your number was selected for 250000 reward. Send INR 1999 GST charge to customer.care@okaxis before midnight, last chance.",PRIZE_SCAM,True,True,HIGH,,customer.care@okaxis,1999.0,True,True,urgency|reward
Gurpreet mera recharge khatam ho gaya ₹10000 nikhilsharma@axl pe bhej dena please,FRIEND_FAMILY_PAYMENT,True,False,LOW,,nikhilsharma@axl,10000.0,False,False,
"Dear user, your account has been put on hold due to incomplete KYC. Pay 5999 rupees to refundteam@oksbi turant to restore access. call 6557287684",KYC_SCAM,True,True,HIGH,+916557287684,refundteam@oksbi,5999.0,True,True,urgency|kyc_credential|impersonation
Reminder: Adani Gas bill Rs 399 due 13 Apr Pay through PhonePe bill payments section,BILL_PAYMENT,True,False,LOW,,,399.0,False,False,
Invoice #4516 from Sai Electricals for 2350 rupees. UPI ID saielectrica3@sbi. Please share screenshot after payment.,MERCHANT_PAYMENT,True,False,LOW,,saielectrica3@sbi,2350.0,False,False,
Sending 3000 rupees to pooja@ybl for the wedding gift from all of us,FRIEND_FAMILY_PAYMENT,True,False,LOW,,pooja@ybl,3000.0,False,False,reward
"Your delivery is on hold. Pay Rs. 7,000/- customs charge to bill.desk@axl asap or the parcel will be returned.",URGENCY_PAYMENT,True,True,HIGH,,bill.desk@axl,7000.0,True,False,urgency|impersonation|marketplace
"Hi, saw your OLX ad for the iPhone 13. Can I come and check it tomorrow? If ok I will pay Rs. 40,000/- on PhonePe after seeing it.",MARKETPLACE_PAYMENT,True,False,LOW,,,40000.0,False,False,marketplace
"hello, i'm calling from sbi security. your account is compromised. move rs. 15,000/- to safe account refund.desk646@oksbi abhi.",IMPERSONATION,True,True,HIGH,,refund.desk646@oksbi,15000.0,True,True,urgency|impersonation
"Deal final at ₹8,000 for the washing machine. I will pay when I pick it up on Sunday. My UPI is karan@axl if you need to refund anything.",MARKETPLACE_PAYMENT,True,False,LOW,,karan@axl,8000.0,False,False,refund
HR team Infosys: your interview is cleared. Send 299 for laptop courier to prize.center838@okaxis. Refundable with first salary.,JOB_SCAM,True,True,HIGH,,prize.center838@okaxis,,True,True,impersonation|job|marketplace
"dear valued customer, we detected an excess credit of rs 5000 in your wallet. return it asap to nisha14@waaxis else your wallet will be blocked.",REFUND_SCAM,True,True,HIGH,,nisha14@waaxis,5000.0,True,True,urgency|refund|impersonation
Did you finish the assignment? Question 22 was tough.,NON_PAYMENT,False,False,LOW,,,,False,False,
"Dear winner, your Dream11 prize of ₹5,000 is ready. Registration fee ₹1,499 to prize.center@okaxis. Call +91 78710 88035 last chance.",PRIZE_SCAM,True,True,HIGH,+917871088035,prize.center@okaxis,1499.0,True,True,urgency|reward|upfront_fee|job
"Dear account holder, Your SIM will be blocked by TRAI urgently. Pay ₹25,000 to jobportal.fee@ibl to continue services. Call +91 85298 07179",IMPERSONATION,True,True,HIGH,+918529807179,jobportal.fee@ibl,25000.0,True,True,urgency|impersonation
"Main your team lead bol raha hoon. Meeting me hoon, Rs 20000 within 2 hours hrdesk@axl pe bhej do, vendor wait kar raha hai.",IMPERSONATION,True,True,HIGH,,hrdesk@axl,20000.0,True,True,urgency
